county,dti_avg,ltv_avg,income_estimate,pct_nonwhite_estimate,pct_first_time_buyer
17071,26.778,81.987,68958,5.562,0.0
17073,30.138,79.292,76902,10.622,31.579
17075,30.891,75.773,69606,12.101,29.688
17077,30.026,80.464,68462,27.982,31.304
17079,31.0,76.285,68958,4.553,31.25
17081,30.374,76.268,68958,13.397,29.771
17083,30.729,76.142,84758,6.534,23.729
17085,30.714,73.774,74893,7.212,16.327
17087,28.212,75.242,67046,5.932,17.308
17089,34.829,76.549,92546,36.748,31.568
17091,32.842,79.743,73857,25.504,38.716
17093,35.573,77.079,92668,34.6,30.33
17095,29.252,81.517,69011,19.74,21.074
17097,34.299,76.397,92668,35.118,31.377
17099,31.438,79.02,72583,16.594,28.753
17101,26.842,77.261,68958,12.906,34.211
17103,29.237,78.074,78139,13.679,24.742
17105,29.798,82.679,74696,11.14,37.097
17107,29.628,81.902,73988,9.656,32.051
17109,28.348,79.695,70848,15.11,32.609
17111,34.786,76.391,92668,21.723,30.446
17113,30.106,80.419,93690,23.105,35.695
17115,29.985,82.866,71308,18.671,30.882
17117,30.678,79.237,84758,6.938,23.116
17119,31.278,79.118,84742,16.967,29.024
17121,30.137,77.07,68958,10.652,22.549
17123,30.474,82.107,77873,7.524,36.842
17125,28.76,84.76,68958,5.213,44.0
17127,30.034,77.347,68958,14.993,27.586
17129,27.212,81.335,83948,6.598,25.0
17131,31.717,79.843,76902,7.255,18.868
17133,31.87,79.543,84758,6.669,22.703
17135,24.845,77.423,70301,8.15,14.563
17137,30.676,77.75,68958,12.125,25.0
17139,29.038,78.871,80964,5.471,21.154
17141,31.71,77.775,76441,15.299,27.063
17143,30.137,81.278,77873,27.399,34.051
17145,31.778,79.147,68958,11.004,22.222
17147,28.988,82.048,83169,6.442,30.864
17149,31.381,81.561,68958,6.328,23.81
17151,33.412,74.424,68958,7.004,11.765
17153,42.0,83.983,68958,33.967,66.667
17155,35.778,84.525,78145,9.482,29.63
17157,28.533,83.561,72279,12.976,36.667
17159,24.771,78.74,71275,6.808,22.857
17161,32.347,81.33,76902,29.114,35.685
17163,32.587,79.455,84758,32.224,29.029
17165,27.427,76.7,68958,10.256,28.226
17167,31.469,79.428,83948,18.233,23.909
17169,24.778,77.187,72299,10.094,11.111
17171,22.0,56.06,71066,4.503,0.0
17173,27.442,77.47,70727,3.799,23.256
17175,32.75,84.721,77873,6.067,41.667
17177,32.192,80.647,68958,17.115,28.477
17179,31.419,81.917,77873,8.449,34.091
17181,33.429,81.387,68958,11.504,34.694
17183,30.0,77.916,60958,16.928,23.77
17185,25.889,82.459,70870,7.543,55.556
17187,31.931,81.159,68958,22.77,24.138
17189,32.08,84.736,82788,5.722,16.0
17191,32.968,86.026,68958,5.293,45.161
17193,28.86,76.916,68958,6.101,18.0
17195,31.933,80.022,71882,17.075,27.333
17197,34.987,75.68,92668,35.267,28.79
17199,30.24,78.329,67566,12.86,26.198
17201,32.767,77.608,69897,29.192,28.752
17203,31.017,79.114,77873,6.84,27.624
18001,28.112,72.322,67032,8.932,24.342
18003,30.95,76.918,71896,26.096,25.611
18005,29.976,76.016,79194,21.092,23.867
18007,32.644,76.018,73007,9.315,26.667
18009,31.357,78.261,67032,6.212,30.952
18011,30.877,73.406,80981,13.969,24.814
18013,32.365,69.587,80981,6.329,9.489
18015,30.089,75.457,73007,7.969,22.321
18017,28.386,78.572,67032,21.468,34.211
18019,31.072,75.377,77584,19.707,24.483
18021,29.091,72.362,63958,5.952,14.286
18023,29.315,76.292,67032,19.142,24.5
18025,29.514,71.952,67032,5.06,25.714
18027,30.672,76.79,67808,13.178,20.896
18029,31.751,70.943,84990,6.548,14.076
18031,31.829,74.147,68480,6.368,24.118
18033,30.675,75.91,70074,6.91,22.488
18035,30.352,77.115,61589,13.546,24.403
18037,30.677,74.531,76011,12.289,29.204
18039,31.069,75.479,70610,27.14,27.282
18041,28.483,76.914,67032,5.859,25.833
18043,30.655,73.067,77584,14.447,22.0
18045,29.61,72.494,67032,6.856,15.584
18047,30.21,71.563,84990,4.454,17.483
18049,31.349,71.243,67032,9.508,18.254
18051,31.247,77.425,70685,8.516,37.013
18053,30.858,78.217,67032,15.13,25.197
18055,30.471,73.227,67032,5.724,14.286
18057,31.356,73.334,80981,20.325,24.805
18059,32.573,76.517,80981,12.342,24.126
18061,30.753,71.36,77584,7.281,20.576
18063,32.698,74.824,80981,20.277,25.243
18065,31.459,77.5,67032,6.76,26.316
18067,32.68,76.27,69896,16.554,24.289
18069,29.858,74.605,67994,7.726,18.462
18071,31.087,70.744,67032,13.32,16.087
18073,32.461,73.802,92668,11.69,17.801
18075,29.519,76.427,67032,7.897,29.87
18077,30.376,72.484,67032,10.087,24.848
18079,29.928,70.738,69242,6.455,19.608
18081,32.465,74.193,80981,15.603,24.039
18083,28.802,76.631,67032,8.285,28.571
18085,30.04,73.916,73298,15.297,18.913
18087,29.5,71.194,74059,7.032,17.391
18089,32.973,75.332,92556,36.474,26.527
18091,32.378,74.426,70726,20.325,22.651
18093,31.76,73.158,70251,6.495,21.858
18095,32.222,77.037,80981,14.303,27.54
18097,32.628,76.719,81000,41.177,30.812
18099,30.117,73.841,68813,15.813,22.177
18101,32.615,75.205,70000,4.722,11.538
18103,31.496,73.815,67032,9.679,22.302
18105,31.8,73.94,74589,16.167,26.849
18107,31.215,72.053,71036,9.999,20.093
18109,31.91,72.497,80981,6.936,16.528
18111,31.905,74.879,92668,12.464,33.784
18113,31.074,73.132,67366,12.753,24.631
18115,32.824,70.311,84990,5.102,17.647
18117,29.768,76.129,67032,6.475,37.5
18119,31.473,72.876,74499,6.903,17.829
18121,28.4,73.138,63958,5.011,21.818
18123,33.204,70.809,70591,6.029,12.245
18125,31.773,73.858,69823,4.765,25.0
18127,33.43,74.544,92668,19.445,22.283
18129,31.378,75.003,72963,6.235,16.535
18131,28.208,73.355,67032,8.543,29.167
18133,31.777,74.428,80981,8.707,15.909
18135,28.971,77.339,67032,8.944,22.549
18137,32.294,75.917,74596,6.669,26.797
18139,31.439,73.49,67772,5.122,20.732
18141,31.357,77.848,70489,24.633,30.441
18143,31.938,74.513,67032,6.079,17.708
18145,32.723,76.302,80981,10.018,25.857
18147,33.012,72.865,78643,6.711,23.75
18149,31.444,71.665,67032,8.48,16.935
18151,31.094,72.806,72426,8.083,19.444
18153,31.087,75.377,63958,6.209,16.304
18155,33.932,75.402,67032,4.912,20.455
18157,31.658,75.181,73007,24.708,26.837
18159,31.202,76.546,81705,6.555,25.0
18161,27.561,74.389,84990,4.476,17.073
18163,30.67,79.328,72971,16.464,33.109
18165,29.8,78.634,63958,4.787,18.571
18167,30.122,77.775,63958,14.481,23.385
18169,29.555,80.372,67032,7.523,23.121
18171,30.756,73.291,73007,5.031,14.634
18173,31.972,75.866,72963,10.676,25.562
18175,32.728,70.139,77584,5.636,16.0
18177,29.94,80.18,67032,14.091,30.8
18179,29.802,76.218,71872,7.78,27.778
18181,31.975,73.079,67032,11.346,13.836
18183,31.064,75.721,71896,6.977,25.688
19001,25.714,74.247,77548,6.092,35.714
19003,38.9,71.32,71763,4.92,0.0
19005,26.528,75.677,72277,8.647,25.0
19007,31.947,78.537,71763,5.103,21.053
19009,32.5,82.105,71763,4.703,37.5
19011,30.351,76.655,85854,5.869,20.619
19013,32.288,81.465,76924,18.185,30.788
19015,30.531,79.393,90464,7.362,24.219
19017,32.091,79.11,76924,6.346,18.182
19019,32.444,81.509,78835,5.182,28.889
19021,32.045,77.059,72230,38.401,22.727
19023,30.759,80.87,71763,3.898,27.778
19025,32.381,77.47,71763,5.765,38.095
19027,30.271,75.994,80807,6.441,29.167
19029,31.595,76.815,72868,6.262,21.622
19031,32.552,75.486,83385,6.2,29.851
19033,29.942,77.544,73237,12.565,29.843
19035,30.346,76.022,78351,7.401,15.385
19037,30.087,77.658,75797,6.779,19.565
19039,33.087,80.94,71763,22.047,21.739
19041,30.712,78.04,71763,8.465,16.438
19043,30.294,70.731,72179,5.57,23.529
19045,31.593,78.842,72062,10.21,17.037
19047,31.639,76.061,71763,26.888,16.667
19049,31.616,77.469,89538,15.313,29.763
19051,33.0,74.347,81309,4.098,22.222
19053,26.0,76.864,71763,7.146,43.75
19055,30.857,77.734,77254,4.472,20.0
19057,31.096,79.533,71763,15.237,32.979
19059,30.16,69.525,76161,5.52,15.267
19061,33.834,75.932,82099,12.032,29.648
19063,30.514,80.452,71763,11.687,37.143
19065,31.27,74.654,71763,7.701,24.324
19067,27.593,81.828,74894,12.924,45.679
19069,25.8,83.21,71763,19.052,42.857
19071,29.955,73.066,72404,6.882,13.636
19073,32.957,78.31,71763,6.934,21.739
19075,29.527,79.973,76924,4.451,23.636
19077,36.553,78.948,89538,6.371,31.579
19079,27.355,79.517,73373,12.336,35.484
19081,30.0,78.489,72182,9.147,31.579
19083,28.118,86.082,71763,8.87,38.235
19085,32.0,73.444,87733,5.41,24.0
19087,31.618,75.314,71763,10.724,8.824
19089,25.122,76.876,71763,6.531,48.78
19091,32.861,79.805,71763,8.222,36.111
19093,29.667,81.4,71763,6.19,0.0
19095,28.571,75.975,76439,7.299,28.571
19097,33.167,75.14,76532,7.083,29.167
19099,31.78,76.011,89538,8.759,21.951
19101,28.842,74.577,71763,16.387,15.789
19103,31.318,76.555,93237,23.491,30.223
19105,31.113,76.357,85854,6.556,26.415
19107,34.2,76.959,71763,5.733,13.333
19109,30.964,80.396,71763,7.896,28.571
19111,31.389,77.633,71763,9.939,25.0
19113,31.156,75.91,85836,17.231,26.203
19115,30.8,77.462,74684,21.671,20.0
19117,32.789,76.755,71763,5.203,15.789
19119,28.071,72.408,78007,6.28,19.048
19121,32.662,75.44,89538,6.514,23.377
19123,31.311,78.528,73259,9.198,22.951
19125,32.112,76.355,78425,6.969,16.822
19127,31.985,79.26,71763,28.216,28.467
19129,32.77,71.837,87733,7.971,20.0
19131,29.939,84.0,73550,5.077,51.515
19133,31.714,76.496,71763,7.972,33.333
19135,28.417,72.738,74896,5.062,16.667
19137,29.917,74.228,71763,6.008,33.333
19139,29.548,77.43,71787,21.62,29.524
19141,29.9,79.03,80243,11.297,38.333
19143,31.042,73.828,71763,14.767,20.833
19145,30.284,79.48,71763,8.616,28.378
19147,34.294,76.035,80441,6.624,14.706
19149,33.361,74.837,82372,11.739,18.557
19151,29.0,85.766,71763,9.436,30.0
19153,32.522,77.285,89493,22.388,30.53
19155,34.015,75.05,87733,13.929,18.491
19157,31.514,71.887,78387,8.677,12.857
19159,26.214,77.883,73065,4.26,28.571
19161,35.231,74.812,71763,5.4,23.077
19163,31.938,76.868,76902,21.399,28.663
19165,32.031,73.882,76793,6.865,15.625
19167,28.739,75.764,83744,15.726,36.946
19169,31.281,76.581,90464,15.3,30.149
19171,32.161,78.6,71763,15.269,28.571
19173,28.385,74.325,71763,6.933,30.769
19175,34.5,86.839,74148,7.972,52.941
19177,35.857,74.116,71763,4.399,14.286
19179,29.07,81.357,71763,19.717,46.512
19181,32.247,76.104,89538,8.628,22.384
19183,33.562,76.091,93237,10.511,25.0
19185,29.429,75.774,71763,4.094,14.286
19187,32.076,82.364,71763,13.417,36.134
19189,32.818,77.983,71763,11.591,27.273
19191,25.674,69.624,82960,7.371,22.917
19193,32.899,77.423,74387,26.936,29.89
19195,31.0,77.946,76059,6.632,13.333
19197,29.395,82.169,71763,22.886,34.211
20001,26.842,80.164,65467,12.966,31.579
20003,31.875,76.686,66160,7.795,16.667
20005,30.175,79.601,66904,15.678,29.825
20007,30.0,82.513,65467,10.03,8.333
20009,27.207,75.846,65821,17.881,20.69
20011,27.893,74.413,65467,14.206,17.857
20013,28.9,82.326,65467,17.216,50.0
20015,32.262,76.476,74120,15.718,20.122
20017,36.571,70.713,65467,13.37,0.0
20019,40.0,73.13,65467,16.48,0.0
20021,31.468,77.244,65467,16.353,27.66
20023,36.0,82.08,65467,15.02,25.0
20025,27.3,78.428,65467,16.22,30.0
20027,32.583,75.808,67695,7.795,33.333
20029,28.333,82.632,65467,10.017,37.5
20031,27.235,83.761,76136,8.923,23.529
20033,26.667,78.983,73587,10.01,66.667
20035,31.728,78.913,65467,22.893,25.926
20037,31.272,79.532,65467,17.66,20.388
20041,32.45,82.083,68956,10.372,23.333
20043,31.579,74.67,66409,11.362,31.579
20045,31.986,75.949,89999,22.887,25.0
20047,28.143,79.911,65467,25.596,14.286
20049,32.333,73.75,65467,10.83,0.0
20051,30.589,77.976,81128,13.008,18.692
20053,27.462,82.07,75156,14.733,19.231
20055,32.172,77.814,72228,57.77,16.667
20057,33.692,79.471,65945,57.909,19.549
20059,32.236,78.565,69375,12.79,22.835
20061,32.092,76.425,70357,46.181,25.287
20063,28.0,83.712,66331,8.54,10.0
20065,29.667,78.847,65467,9.77,66.667
20067,31.742,79.812,80364,58.653,12.903
20069,26.613,75.908,85606,19.157,9.677
20071,23.8,88.064,65467,19.31,0.0
20073,33.545,81.854,65467,10.291,36.364
20075,25.0,76.352,65467,45.95,0.0
20077,30.812,75.282,65467,14.55,31.25
20079,32.523,80.956,74120,19.918,21.875
20081,24.818,75.597,65467,31.8,9.091
20083,44.333,74.45,74722,10.27,0.0
20085,31.22,73.973,75758,17.675,13.559
20087,33.559,72.184,75758,9.953,15.254
20089,26.75,78.67,65467,6.45,25.0
20091,32.354,75.698,86562,22.695,28.447
20093,34.786,66.291,65467,40.3,14.286
20095,31.444,84.444,72667,8.701,33.333
20097,34.4,87.206,66563,12.28,40.0
20099,29.0,79.59,65467,22.49,17.647
20101,39.0,89.997,75417,12.64,66.667
20103,33.259,76.121,86562,19.749,22.072
20105,36.333,98.047,65467,8.44,66.667
20107,29.795,80.34,86562,8.58,28.205
20109,30.154,72.434,65467,11.04,15.385
20111,33.613,83.586,68721,27.84,29.032
20113,31.4,76.753,71993,11.639,17.333
20115,30.25,82.995,65467,7.915,25.0
20117,33.0,74.035,69726,4.574,12.5
20119,33.636,81.121,67670,22.65,27.273
20121,33.42,73.745,86562,11.004,23.288
20123,30.75,87.421,65467,6.591,50.0
20125,29.489,80.115,65467,24.26,13.333
20127,34.167,79.613,69618,9.495,16.667
20129,35.273,78.678,65467,28.17,9.091
20131,21.5,74.925,81337,6.544,21.429
20133,32.08,83.634,65467,13.694,32.0
20135,30.0,79.914,66964,14.22,40.0
20137,33.333,83.61,65500,14.09,33.333
20139,33.014,80.811,75758,8.042,21.127
20141,27.0,74.114,65467,6.14,0.0
20143,33.312,78.342,75889,7.916,25.0
20145,32.5,77.192,65467,17.992,12.5
20147,31.857,83.953,65467,7.399,28.571
20149,32.316,75.502,70357,14.027,20.645
20151,27.719,78.381,69280,15.142,18.75
20153,32.0,76.382,69107,12.46,0.0
20155,33.067,81.659,65467,17.592,24.832
20157,38.375,77.648,66916,5.21,25.0
20159,30.444,78.698,65467,23.63,22.222
20161,30.831,79.427,70478,24.996,29.225
20163,21.917,80.926,65467,6.718,16.667
20165,32.857,82.639,65467,7.14,28.571
20167,28.882,79.184,65467,10.344,23.529
20169,30.446,80.263,69887,22.564,20.0
20171,33.3,79.391,69583,24.38,30.0
20173,32.198,77.965,74130,30.425,28.08
20175,31.243,82.046,65467,64.365,27.027
20177,31.092,80.684,75758,25.519,27.532
20179,36.0,73.13,79250,9.6,0.0
20181,28.552,82.559,70197,20.422,41.379
20183,30.556,81.419,65467,5.843,0.0
20185,25.917,82.999,70881,16.775,25.0
20187,27.5,71.84,70087,48.46,25.0
20189,29.238,79.591,65467,43.973,33.333
20191,33.882,77.638,74120,13.125,25.0
20193,33.793,81.28,80455,12.889,34.483
20195,20.25,67.002,79073,6.45,0.0
20197,28.1,78.863,75758,10.192,26.667
20199,24.667,89.667,67895,11.11,33.333
20201,33.833,70.933,65467,8.2,16.667
20203,29.4,78.958,81324,34.39,20.0
20205,31.0,71.055,65467,11.815,16.667
20207,29.0,92.467,65467,7.84,33.333
20209,33.83,78.13,86535,55.826,33.979
21001,28.48,69.654,54327,9.398,8.0
21003,30.837,68.928,62888,7.42,22.695
21005,32.04,71.157,67580,9.261,16.556
21007,33.222,70.957,60720,8.513,16.667
21009,32.483,67.093,54327,11.316,10.0
21011,32.471,67.662,54327,5.091,17.647
21013,29.947,71.034,54327,7.865,21.053
21015,31.735,72.729,84990,15.25,18.556
21017,34.473,71.29,78944,17.417,21.818
21019,30.81,77.989,61976,8.931,23.967
21021,31.874,72.036,63511,18.956,22.835
21023,28.6,68.39,84990,5.132,5.0
21025,25.5,82.483,54327,6.32,16.667
21027,34.022,71.45,62921,7.432,6.667
21029,33.523,72.818,77584,8.725,17.538
21031,27.633,72.591,62888,6.821,16.667
21033,29.0,71.889,66611,10.884,19.048
21035,30.7,76.484,65456,12.126,23.333
21037,30.574,75.816,84990,10.42,26.927
21039,28.833,81.327,55625,8.768,16.667
21041,36.75,69.269,54327,12.92,12.5
21043,29.0,76.493,61976,5.069,26.829
21045,32.25,76.872,54327,6.55,25.0
21047,30.265,74.44,65849,31.215,16.575
21049,32.146,74.215,78944,11.959,26.633
21051,35.8,70.598,54327,5.855,40.0
21053,32.4,68.832,54327,5.85,0.0
21055,28.909,83.744,65053,5.866,40.909
21057,37.067,73.451,54327,6.422,6.667
21059,30.912,75.239,68524,14.216,23.81
21061,29.761,72.315,63300,6.202,13.043
21063,35.167,77.903,54327,4.622,16.667
21065,32.273,78.342,54327,3.883,24.242
21067,31.08,72.887,78960,29.585,24.904
21069,31.0,73.718,54327,4.876,25.0
21071,29.447,73.771,56270,3.815,14.118
21073,32.384,75.127,75479,19.827,22.353
21075,40.25,61.97,54327,27.39,0.0
21077,29.889,69.859,84990,10.539,3.704
21079,33.931,67.95,66325,8.096,15.517
21081,33.203,71.422,84990,8.065,14.407
21083,28.495,76.383,58246,16.594,20.721
21085,32.505,71.458,56935,5.696,17.895
21087,27.294,70.218,54327,6.501,17.647
21089,34.25,76.665,61976,5.654,31.25
21091,30.781,79.381,68358,5.71,31.25
21093,32.35,71.851,71446,23.355,20.856
21095,29.375,80.462,54327,7.45,6.25
21097,34.81,72.621,63543,7.902,13.924
21099,33.196,70.592,54327,10.304,13.043
21101,31.775,76.629,72963,16.47,27.273
21103,33.765,72.468,77584,10.765,29.412
21105,33.571,72.424,68052,14.49,28.571
21107,31.397,72.42,56269,12.695,16.794
21109,30.111,80.808,54327,3.378,33.333
21111,32.898,76.313,77611,30.393,29.502
21113,32.611,69.578,78944,14.75,19.143
21115,31.419,77.61,54327,3.764,20.93
21117,30.828,73.846,84990,14.255,22.902
21119,30.75,84.027,54327,3.288,0.0
21121,30.9,74.642,54327,5.678,25.0
21123,33.121,69.046,71446,12.253,12.121
21125,31.85,70.895,54327,6.693,21.769
21127,31.643,77.707,54327,3.381,10.714
21129,27.417,73.836,54327,7.835,16.667
21131,33.5,66.258,54327,3.277,0.0
21133,29.762,71.912,54327,3.445,19.048
21135,28.25,75.246,54327,3.686,15.0
21137,30.793,72.191,54327,7.699,22.989
21139,28.35,68.532,59725,7.436,10.0
21141,32.019,74.122,59465,12.981,15.741
21143,28.034,65.802,63354,10.665,6.897
21145,29.689,75.088,64984,18.014,22.961
21147,32.483,68.319,54327,9.039,10.345
21149,30.25,76.219,68358,4.687,20.0
21151,31.278,73.373,66253,13.286,17.899
21153,30.75,75.188,54327,2.428,8.333
21155,30.738,73.973,61821,14.78,15.385
21157,30.819,71.439,74045,6.176,18.121
21159,30.667,74.409,54327,12.645,8.333
21161,32.804,76.395,65585,13.781,13.725
21163,30.805,72.453,71446,11.265,9.091
21165,31.238,73.204,54527,3.982,4.762
21167,33.369,75.155,69728,10.956,23.423
21169,31.368,69.262,54327,6.309,21.053
21171,31.833,73.52,54327,9.134,19.048
21173,29.372,73.009,60369,9.748,23.894
21175,28.143,81.562,54327,6.491,28.571
21177,29.235,76.479,58853,9.473,20.588
21179,33.332,71.43,73756,11.971,18.021
21181,30.143,76.142,55615,5.544,42.857
21183,28.111,73.746,54327,9.023,30.556
21185,32.25,72.359,77584,13.523,17.757
21187,34.044,70.037,67554,6.911,8.889
21189,28.571,61.737,54327,3.604,0.0
21191,31.923,72.67,84990,5.24,13.462
21193,31.4,76.846,54327,7.718,30.0
21195,29.022,74.845,55255,5.717,19.101
21197,30.614,78.344,61132,4.717,18.182
21199,31.452,69.925,55594,8.035,14.226
21201,29.0,51.76,64152,3.97,0.0
21203,30.857,67.997,54327,4.248,8.571
21205,32.229,78.542,62779,6.751,12.5
21207,29.714,72.571,60477,7.929,18.182
21209,31.627,73.129,78944,15.945,18.004
21211,32.139,72.64,77584,20.284,20.29
21213,32.339,70.663,59885,17.478,22.609
21215,33.942,69.163,77584,8.864,16.402
21217,28.714,71.418,63009,12.83,16.883
21219,30.259,76.752,57778,13.68,14.815
21221,31.963,67.692,65849,12.268,3.704
21223,33.5,74.099,65534,6.711,20.588
21225,31.048,73.114,57703,13.168,19.048
21227,32.182,73.425,62908,20.773,21.272
21229,31.0,74.928,66680,12.205,32.353
21231,31.778,69.425,54327,7.292,18.519
21233,25.167,70.993,60275,14.74,11.111
21235,31.571,73.885,54327,6.931,17.143
21237,33.1,71.285,54327,3.14,0.0
21239,33.095,69.827,78944,16.029,17.722
22001,31.024,77.801,66741,19.347,17.323
22003,31.964,69.081,62708,29.526,7.143
22005,32.606,77.87,77966,34.235,18.519
22007,32.475,72.431,77948,34.368,10.169
22009,30.03,70.375,50254,31.152,9.091
22011,31.903,70.817,66058,18.257,9.677
22013,31.375,68.058,50254,54.742,0.0
22015,32.311,77.253,59467,30.477,20.229
22017,31.307,77.022,60002,38.394,22.785
22019,31.616,77.287,65881,28.756,21.919
22021,30.9,79.254,50543,20.63,10.0
22023,32.273,77.033,68786,8.329,9.091
22025,32.0,65.304,54079,19.114,0.0
22027,25.615,66.878,50254,43.137,7.692
22029,29.818,80.275,50254,41.787,18.182
22031,31.589,73.522,59467,26.03,18.889
22033,32.015,77.512,78059,44.294,20.673
22035,33.25,72.018,50254,62.36,0.0
22037,31.439,74.804,77948,40.296,10.526
22039,29.923,76.633,50254,27.387,11.538
22041,32.1,78.277,50254,31.822,0.0
22043,30.405,77.802,59394,22.829,14.286
22045,31.574,75.953,67484,33.291,14.754
22047,33.106,81.449,77948,47.978,27.66
22049,31.679,75.246,51939,30.204,14.286
22051,33.891,73.184,72053,43.638,23.517
22053,31.986,75.56,60758,18.388,16.438
22055,31.471,78.64,66741,29.451,25.892
22057,32.678,77.282,65359,27.112,22.872
22059,32.457,76.562,63137,24.181,5.714
22061,29.976,74.19,53858,31.229,11.585
22063,32.723,78.503,78045,19.978,18.003
22065,32.167,71.042,52887,44.941,16.667
22067,32.029,74.739,56295,35.911,8.571
22069,32.474,75.717,50302,42.268,6.41
22071,34.046,73.259,72323,54.798,22.163
22073,32.591,76.1,56295,28.52,15.986
22075,30.321,73.923,72053,29.456,21.795
22077,29.456,75.061,77948,31.579,16.176
22079,32.833,76.738,59394,29.955,16.954
22081,26.545,82.085,51939,32.552,18.182
22083,28.892,75.456,50254,29.826,24.324
22085,32.525,70.09,52059,22.682,0.0
22087,35.248,75.787,72094,44.111,18.376
22089,33.939,77.454,72053,35.894,15.584
22091,35.25,75.667,77948,59.28,25.0
22093,30.463,74.129,72053,40.547,14.634
22095,35.6,79.333,72053,67.065,29.0
22097,31.61,75.532,50254,41.835,20.904
22099,31.329,77.365,66741,34.681,19.286
22101,32.538,76.493,51412,40.414,24.615
22103,33.94,73.68,72079,24.793,18.113
22105,33.289,74.996,62612,34.519,16.598
22107,34.333,65.292,50254,56.655,0.0
22109,31.938,75.737,65366,31.312,22.603
22111,27.797,73.504,56295,24.688,11.864
22113,32.328,76.878,66741,20.064,19.403
22115,30.087,77.45,60388,27.479,13.043
22117,34.712,72.538,50254,29.271,18.644
22119,29.392,72.031,50254,34.846,16.216
22121,31.672,77.169,77948,44.326,20.0
22123,35.833,75.442,51667,18.122,16.667
22125,30.44,71.354,77948,29.868,12.0
22127,37.4,75.844,50687,23.69,20.0
23001,34.374,74.702,70891,10.56,25.0
23003,32.62,75.653,66193,7.445,21.488
23005,33.674,69.963,89988,12.38,25.591
23007,33.401,74.432,66193,7.124,14.085
23009,32.36,68.161,74217,7.668,18.0
23011,32.838,73.936,73576,8.543,24.554
23013,33.573,68.582,74024,7.45,16.667
23015,32.73,68.701,76059,6.119,19.5
23017,34.697,71.94,66193,7.311,17.77
23019,33.827,75.1,67988,8.666,24.39
23021,34.429,74.406,66193,7.59,21.429
23023,33.694,71.366,89988,7.974,23.581
23025,33.19,76.746,66725,7.044,28.571
23027,33.62,70.474,66971,6.836,20.652
23029,33.916,74.264,66193,10.383,23.364
23031,34.885,70.502,89988,8.251,22.696
24001,31.888,77.769,63095,13.638,18.717
24003,33.858,76.019,104544,36.235,28.443
24005,33.913,77.746,104637,43.924,30.857
24009,34.079,74.861,126840,25.581,16.535
24011,32.939,71.68,75242,25.856,13.415
24013,33.245,75.43,104637,15.695,23.014
24015,33.845,76.91,95369,19.084,23.802
24017,35.226,77.072,126840,65.748,21.892
24019,33.098,71.656,75242,36.846,17.683
24021,33.725,77.396,126476,32.818,30.085
24023,33.489,69.556,75242,6.376,9.22
24025,33.562,77.705,104637,26.37,25.835
24027,33.337,74.481,104637,54.172,30.377
24029,32.056,72.224,87481,23.561,8.333
24031,33.701,74.991,126840,59.284,34.604
24033,35.803,75.8,126840,88.718,25.517
24035,33.638,70.231,104637,14.761,15.104
24037,31.692,76.225,110946,27.683,20.677
24039,32.609,71.923,76095,37.206,21.839
24041,32.298,66.728,90878,22.472,14.66
24043,33.243,77.184,77963,22.975,23.473
24045,32.647,76.977,76106,38.207,26.141
24047,33.428,70.717,76095,14.42,7.628
24510,32.385,80.754,104214,58.659,37.946
25001,34.579,62.725,99410,14.781,11.287
25003,31.972,68.721,82207,13.08,16.955
25005,35.507,71.434,89555,19.77,26.207
25007,38.903,46.625,107833,22.395,2.778
25009,35.78,69.145,116101,29.525,28.077
25011,34.781,70.292,79907,12.792,25.373
25013,34.992,74.651,79907,32.388,26.018
25015,33.84,72.302,79907,16.025,25.106
25017,33.624,67.781,115870,30.168,31.501
25019,39.778,42.181,116193,34.831,0.0
25021,34.721,68.542,115864,29.156,31.037
25023,35.769,69.166,116181,20.64,24.705
25025,34.882,66.343,115777,52.998,29.614
25027,34.59,73.644,96818,25.274,31.341
26001,30.986,75.153,64965,5.718,9.722
26003,28.228,72.111,64965,16.68,24.561
26005,33.861,72.091,74610,13.87,17.791
26007,32.585,77.848,64965,7.083,29.268
26009,32.436,68.272,69231,7.22,11.05
26011,31.828,74.536,64965,7.122,17.188
26013,33.194,74.35,64965,28.423,22.581
26015,33.295,73.279,80165,9.161,22.28
26017,32.24,78.706,62439,12.425,25.449
26019,35.401,66.511,76110,7.704,15.328
26021,32.191,72.859,67577,19.816,21.263
26023,29.467,70.467,64965,11.52,17.949
26025,32.177,77.493,64670,22.987,29.084
26027,30.231,70.007,70437,15.023,18.868
26029,32.204,67.211,74363,8.3,14.428
26031,32.28,73.777,64965,10.274,22.93
26033,30.345,78.559,64965,27.431,25.21
26035,31.814,72.397,64965,7.304,15.686
26037,32.789,76.46,78657,12.251,23.971
26039,34.689,73.439,64965,7.371,15.094
26041,28.347,72.708,64965,9.612,18.779
26043,28.418,79.495,64973,6.673,35.87
26045,33.306,77.701,78657,19.865,25.285
26047,33.812,65.341,70964,10.743,14.118
26049,33.379,75.991,62473,19.977,27.727
26051,32.841,72.181,64965,5.857,13.636
26053,27.72,76.651,64965,12.402,20.0
26055,33.688,70.469,83062,9.733,20.701
26057,32.115,79.034,64965,13.136,28.736
26059,32.223,73.602,64965,7.953,18.216
26061,29.948,73.672,68107,7.766,19.54
26063,29.336,77.204,64965,5.994,26.562
26065,32.791,79.234,78661,30.341,28.528
26067,32.979,75.67,80705,10.112,29.97
