county,dti_avg,ltv_avg,income_estimate,pct_nonwhite_estimate,pct_first_time_buyer
26069,32.442,73.841,64965,7.7,16.667
26071,31.151,74.874,64965,6.929,21.918
26073,32.634,77.102,64965,15.027,24.528
26075,32.485,75.345,67734,15.033,21.601
26077,32.658,77.664,80444,23.632,28.128
26079,33.534,73.18,64965,7.78,16.541
26081,33.171,74.713,80713,26.344,26.551
26083,25.615,66.23,72824,4.79,0.0
26085,32.538,72.89,64965,15.359,12.308
26087,32.495,72.521,81609,9.946,20.607
26089,33.75,64.95,80752,9.528,9.848
26091,32.943,75.087,68381,13.778,17.073
26093,33.012,72.283,81609,8.925,22.081
26095,33.68,72.423,65417,15.004,24.0
26097,30.066,68.041,64965,24.704,13.115
26099,34.864,76.284,81609,22.821,34.174
26101,30.305,69.028,64965,12.44,17.532
26103,30.285,74.973,70290,9.718,28.839
26105,31.734,69.701,65461,10.917,16.384
26107,32.362,72.464,65520,9.978,20.657
26109,27.409,74.201,64965,8.748,20.43
26111,31.671,79.002,79062,11.581,26.392
26113,31.308,73.519,64965,7.658,27.692
26115,32.901,76.241,80507,11.792,24.206
26117,33.296,72.723,80705,9.926,19.553
26119,32.397,73.182,64965,6.564,10.345
26121,33.114,71.667,64668,20.32,20.16
26123,32.63,74.975,64965,12.41,21.107
26125,32.693,75.689,81609,26.694,32.154
26127,32.759,70.311,64965,18.574,10.345
26129,31.207,71.025,64965,7.002,12.593
26131,30.143,73.824,64965,6.698,17.857
26133,33.229,77.012,64965,7.306,26.606
26135,30.25,75.833,64965,6.497,12.5
26137,31.195,73.813,69149,7.476,21.053
26139,33.217,72.027,80722,16.236,21.896
26141,31.979,72.464,64965,5.155,19.149
26143,32.534,71.33,64965,6.535,9.312
26145,32.407,77.399,64094,22.307,25.824
26147,33.605,73.839,81609,10.088,23.535
26149,30.813,72.766,64965,16.7,24.648
26151,31.041,71.916,64965,8.209,20.619
26153,30.727,77.413,64965,16.736,33.333
26155,32.479,76.688,78657,8.538,26.952
26157,32.243,77.909,64965,8.492,27.168
26159,32.525,72.699,70196,19.886,16.832
26161,32.708,74.258,105149,30.446,31.121
26163,33.735,77.609,81610,36.381,35.013
26165,32.803,72.808,64965,8.54,19.672
27001,32.74,71.513,74737,7.437,9.615
27003,34.787,77.488,103977,22.778,33.133
27005,32.04,71.955,76675,14.539,18.75
27007,31.806,76.902,74737,18.605,28.315
27009,32.911,75.557,80403,11.354,21.495
27011,33.96,76.539,75792,6.57,12.0
27013,33.29,77.418,83590,15.15,26.962
27015,33.2,78.111,78012,6.806,23.75
27017,33.392,76.589,77796,11.785,19.608
27019,33.155,76.095,103977,13.905,29.979
27021,31.662,69.125,74737,13.815,14.286
27023,31.533,78.436,74737,15.912,16.667
27025,34.659,73.255,103977,9.848,19.853
27027,33.002,80.151,90450,15.198,31.151
27029,32.651,76.777,74737,15.178,27.907
27031,33.324,77.869,74946,11.664,11.765
27033,32.267,77.039,74737,17.15,22.222
27035,31.786,71.715,74737,6.472,13.739
27037,34.269,78.428,103977,25.258,34.208
27039,33.617,78.062,94698,10.213,24.823
27041,32.394,70.817,83723,6.13,15.556
27043,33.275,81.018,74737,11.619,32.5
27045,32.743,76.03,94698,5.027,20.952
27047,32.481,78.034,74737,18.17,29.771
27049,34.12,76.124,89760,10.519,24.854
27051,38.179,75.484,74737,6.172,21.429
27053,33.082,78.115,103893,30.531,38.805
27055,30.875,78.645,81684,5.471,25.0
27057,30.128,67.936,74737,10.241,10.256
27059,35.475,75.175,103977,8.871,22.427
27061,31.149,71.956,74737,9.627,14.894
27063,25.027,77.999,74737,10.041,45.946
27065,34.186,76.482,74737,6.702,27.434
27067,31.678,76.17,78848,18.369,20.561
27069,43.5,77.532,74737,5.58,33.333
27071,32.5,77.533,74737,9.661,20.0
27073,32.792,76.836,74737,7.344,29.167
27075,34.672,74.067,77796,5.852,19.672
27077,28.083,79.036,74737,6.542,16.667
27079,34.483,76.449,103977,10.54,30.233
27081,31.429,83.059,74737,5.073,50.0
27083,31.689,78.609,74737,17.96,30.0
27085,33.732,76.734,84511,10.787,27.835
27087,30.875,76.452,74737,57.851,25.0
27089,35.7,85.595,78490,8.552,36.667
27091,29.611,75.245,74737,9.502,26.667
27093,34.121,73.527,78776,7.288,20.968
27095,35.867,75.913,103977,11.352,22.0
27097,34.704,72.63,74737,5.987,22.222
27099,32.545,79.484,74737,26.781,35.193
27101,33.533,75.897,80492,6.793,16.667
27103,32.939,79.62,83590,14.656,33.129
27105,32.548,78.615,74737,32.291,29.032
27107,30.524,72.006,74737,11.597,23.81
27109,32.259,78.318,94698,22.372,33.77
27111,31.636,76.408,75951,8.281,20.984
27113,34.139,84.098,76580,12.84,41.667
27115,34.463,73.692,74737,11.194,18.792
27117,32.0,80.396,74737,14.166,11.765
27119,33.644,78.071,82257,11.843,16.346
27121,32.679,73.191,81404,5.218,11.321
27123,34.461,79.264,103977,38.085,40.927
27125,35.333,83.003,81917,7.773,33.333
27127,34.0,76.855,74737,15.146,11.111
27129,32.872,83.275,74737,12.706,41.026
27131,33.762,75.761,87029,20.783,26.455
27133,30.905,75.387,78625,8.515,21.429
27135,28.795,79.313,74737,11.305,17.949
27137,30.565,76.001,77817,10.964,25.835
27139,33.961,75.637,103977,23.5,28.633
27141,35.02,76.501,103977,11.837,24.751
27143,32.879,78.193,80183,12.367,21.978
27145,33.247,77.268,80403,16.563,28.7
27147,33.102,78.018,88885,15.746,31.638
27149,27.702,80.009,86700,16.468,38.298
27151,30.487,77.118,74737,11.634,23.077
27153,34.728,75.032,74737,9.684,16.049
27155,27.333,79.173,74737,15.611,44.444
27157,33.775,78.262,94698,6.729,28.986
27159,33.524,80.023,74737,7.038,16.667
27161,32.739,78.775,74737,11.796,28.986
27163,33.73,75.607,103977,21.996,29.145
27165,30.324,73.452,74737,31.022,13.514
27167,31.886,82.046,75784,9.129,22.857
27169,31.992,78.255,81723,10.732,27.451
27171,33.68,76.78,103977,11.419,25.874
27173,30.487,77.891,75199,11.154,33.333
28001,31.484,74.869,53003,50.198,9.375
28003,32.387,74.346,53003,16.84,17.333
28005,33.125,71.118,53003,39.515,16.667
28007,33.062,70.582,53003,45.952,6.25
28009,31.0,66.476,53003,52.662,12.5
28011,32.755,76.317,53003,38.965,22.449
28013,34.778,76.529,53003,32.314,0.0
28015,31.316,78.208,65248,33.115,21.053
28017,28.8,79.205,53003,48.832,10.0
28019,31.667,78.947,53333,27.182,16.667
28021,31.0,76.25,53003,90.125,0.0
28023,31.5,75.508,54915,28.127,21.429
28025,33.16,74.645,53003,59.874,12.0
28027,31.583,81.262,53003,63.145,29.167
28029,32.639,78.277,67202,56.998,19.444
28031,31.708,78.254,68192,27.621,20.833
28033,33.277,74.118,68008,37.169,15.752
28035,31.592,77.737,58430,31.814,21.93
28037,26.714,73.83,53003,35.54,14.286
28039,31.825,73.413,56974,15.697,20.635
28041,31.737,71.626,60518,23.988,10.526
28043,27.786,74.591,54033,41.389,14.286
28045,33.339,70.528,64114,18.532,12.857
28047,33.953,74.978,63247,34.078,17.814
28049,31.662,75.9,67202,57.538,19.797
28051,36.571,70.67,67202,83.58,0.0
28053,36.25,68.395,53003,76.395,0.0
28057,28.34,77.491,55990,12.082,18.0
28059,33.532,74.464,63150,28.924,16.311
28061,31.727,78.11,55626,47.861,31.818
28063,28.5,61.845,53003,80.785,0.0
28065,32.667,68.233,53003,58.837,33.333
28067,31.263,74.076,57235,33.233,17.293
28069,39.667,71.897,53003,66.39,0.0
28071,30.729,73.126,71274,29.546,16.0
28073,31.352,75.608,58430,24.773,21.379
28075,30.75,76.046,54184,38.907,18.519
28077,32.533,73.984,53003,28.947,6.667
28079,35.867,74.213,53003,49.485,6.667
28081,32.126,76.029,68421,33.311,17.323
28083,29.462,79.665,53003,54.876,11.538
28085,32.579,77.357,56159,25.524,21.053
28087,31.61,76.544,64558,38.74,20.325
28089,31.435,75.327,67202,32.002,18.596
28091,29.79,73.671,53003,30.137,12.903
28093,34.72,73.595,70238,42.09,12.712
28095,32.0,75.307,58713,22.236,16.438
28097,27.5,77.918,53003,44.907,0.0
28099,30.036,76.907,53003,35.602,14.286
28101,22.529,72.568,53929,30.549,17.647
28103,26.0,78.791,53003,74.071,10.0
28105,30.113,76.045,62046,44.83,22.013
28107,31.25,73.149,56008,44.124,8.333
28109,33.472,72.443,63454,17.514,11.917
28111,29.615,71.634,58430,20.92,19.231
28113,32.484,75.24,54271,51.951,14.286
28115,31.1,75.818,60297,24.582,15.0
28117,30.0,75.196,54521,16.28,13.158
28119,16.667,73.427,53003,78.14,33.333
28121,32.21,77.155,67202,26.414,20.242
28123,34.5,71.781,53063,51.005,8.333
28125,20.0,60.0,53003,72.75,0.0
28127,32.788,74.704,67202,36.7,9.091
28129,31.75,76.915,61353,23.237,6.25
28131,28.281,70.623,62967,23.203,9.375
28133,35.75,68.811,53003,72.397,6.25
28135,29.2,79.907,53003,54.475,30.0
28137,32.787,72.825,68008,32.298,9.574
28139,30.333,74.854,53003,20.328,0.0
28141,30.176,72.683,53003,7.723,9.804
28143,32.571,74.843,68008,78.32,14.286
28145,30.373,73.447,61735,23.511,13.333
28147,36.588,75.016,53003,48.368,11.765
28149,32.635,77.572,57841,46.133,15.873
28151,31.553,71.825,53003,62.667,15.789
28153,29.031,72.175,53003,35.42,3.125
28155,34.417,69.2,64577,16.637,0.0
28157,38.667,66.473,53003,61.91,0.0
28159,31.048,79.924,53003,47.919,23.81
28161,33.25,70.7,53003,43.046,0.0
28163,30.818,73.677,67202,55.662,9.091
29001,30.667,76.45,62454,15.14,31.373
29003,31.062,74.547,66409,7.805,16.25
29005,35.692,67.235,57734,6.088,15.385
29007,32.467,78.333,56957,15.229,18.667
29009,31.463,72.281,56957,16.368,14.706
29011,31.444,77.896,56957,11.289,22.222
29013,31.797,73.688,86562,7.582,21.875
29015,31.646,70.55,56957,7.397,5.208
29017,32.355,69.677,67914,6.683,9.677
29019,31.84,76.281,78188,23.606,26.154
29021,31.018,79.303,66409,18.47,26.742
29023,32.5,77.879,56957,12.456,22.449
29025,33.467,77.694,86562,7.525,13.333
29027,32.371,73.678,75505,12.98,20.976
29029,33.355,69.334,68892,9.412,7.107
29031,32.052,77.213,67914,14.971,23.636
29033,28.0,69.872,61356,6.747,5.263
29035,32.667,76.691,61512,7.998,26.667
29037,33.105,72.892,86562,16.359,20.858
29039,34.034,69.045,56957,8.681,18.966
29041,34.667,81.727,63411,6.73,16.667
29043,33.808,72.741,64545,11.234,18.403
29045,25.875,74.188,59792,4.441,37.5
29047,32.651,76.873,86562,22.923,26.543
29049,34.942,74.961,86562,9.254,19.424
29051,31.776,77.093,75505,19.811,23.837
29053,26.528,72.658,78168,14.378,22.642
29055,30.062,71.673,58673,8.887,6.173
29057,32.5,72.465,56957,7.399,13.636
29059,32.0,70.781,64545,8.037,11.94
29061,29.722,70.312,62558,5.609,5.556
29063,32.294,74.678,66409,10.329,23.529
29065,32.269,69.778,56957,8.506,15.385
29067,32.571,73.308,56957,9.42,7.143
29069,29.758,73.594,56957,24.191,9.091
29071,32.315,75.211,84758,8.577,21.674
29073,33.949,70.858,69643,7.367,17.949
29075,28.385,74.4,64808,5.192,23.077
29077,31.888,75.061,64545,16.044,22.806
29079,34.5,72.989,65083,7.211,12.5
29081,28.222,81.087,56957,7.33,27.778
29083,33.193,76.514,57725,10.35,15.789
29085,30.178,64.05,56957,7.745,13.333
29087,25.308,80.512,58625,5.845,30.769
29089,31.188,73.344,78168,12.845,18.75
29091,31.566,68.369,56957,9.349,17.347
29093,35.615,73.653,56957,9.952,11.538
29095,32.739,76.335,86519,34.59,27.476
29097,30.667,78.51,61218,19.864,23.888
29099,33.195,76.383,84758,10.174,23.401
29101,31.837,72.702,70515,15.538,15.837
29103,30.0,90.0,56957,4.7,0.0
29105,32.21,75.506,56957,9.998,20.979
29107,33.295,72.548,86562,11.122,16.393
29109,31.282,75.065,56957,14.712,13.83
29111,31.857,81.001,58125,6.882,28.571
29113,33.501,72.236,84758,10.97,20.702
29115,34.773,77.629,57957,7.192,27.273
29117,29.234,74.835,63373,7.98,27.66
29119,30.027,68.51,56957,23.461,1.37
29121,29.424,70.279,59653,8.861,15.152
29123,29.071,74.535,63105,8.091,17.857
29125,31.353,71.587,62105,7.571,23.529
29127,30.512,74.485,64001,13.256,28.049
29129,21.429,81.839,72774,6.697,57.143
29131,33.534,71.795,63363,7.329,16.794
29133,25.167,75.084,56957,11.162,33.333
29135,32.194,74.257,75505,12.818,13.889
29137,26.381,70.567,60556,10.545,28.571
29139,33.027,75.575,65054,8.207,29.73
29141,34.556,70.558,56957,8.125,10.526
29143,29.276,77.191,56957,22.844,17.241
29145,30.295,72.05,61218,18.871,15.936
29147,32.577,74.637,67279,9.445,20.513
29149,32.714,74.989,56957,7.702,19.048
29151,29.41,75.414,75505,4.534,20.513
29153,34.625,63.404,56957,6.479,9.375
29155,34.053,76.889,56957,32.564,21.053
29157,31.482,78.94,71563,7.401,27.711
29159,32.077,76.235,58460,17.64,25.385
29161,32.121,72.861,60228,14.209,12.931
29163,30.156,74.941,59300,12.498,17.188
29165,32.407,74.688,86562,22.27,21.454
29167,32.874,74.574,64545,9.044,22.156
29169,34.619,74.837,69120,27.645,17.526
29171,44.0,68.533,62398,4.513,0.0
29173,29.312,76.066,69578,6.051,28.125
29175,31.351,74.123,63611,13.634,14.286
29177,33.564,73.682,86562,9.991,17.442
29179,32.0,67.221,56957,7.17,15.0
29181,31.174,68.955,56957,7.367,26.087
29183,32.569,75.268,84758,16.608,24.434
29185,29.667,75.372,56957,7.718,12.5
29186,29.105,70.347,80612,6.961,11.579
29187,32.638,71.451,58223,10.34,11.111
29189,32.046,76.525,84757,29.329,29.636
29195,32.0,76.952,63713,28.762,26.923
29197,36.571,72.676,56957,4.276,28.571
29199,37.5,66.722,59856,5.42,0.0
29201,32.432,77.065,59025,18.009,22.881
29203,30.167,67.913,56957,8.122,8.333
29205,30.0,62.557,57621,5.466,28.571
29207,30.984,73.331,56957,6.674,15.625
29209,31.914,67.619,59670,8.852,8.271
29211,36.429,70.127,56957,22.807,42.857
29213,33.228,73.168,56957,16.456,16.14
29215,31.506,77.22,56957,9.354,21.839
29217,29.25,73.89,58324,8.714,29.545
29219,32.212,72.031,84758,12.909,19.003
29221,35.064,72.476,56957,8.461,12.766
29223,31.158,75.519,56957,8.509,15.789
29225,33.35,70.979,64545,8.447,13.3
29227,39.5,86.34,59837,4.36,50.0
29229,30.062,77.957,56957,8.802,21.538
29510,30.745,79.428,84725,39.091,38.814
30001,36.977,65.263,70967,11.214,16.279
30003,33.385,74.396,70967,57.468,15.385
30005,35.769,75.895,70967,18.098,23.077
30007,35.911,69.087,71653,9.058,14.851
30009,31.319,63.289,80720,8.652,12.5
30011,32.0,88.75,70967,5.23,50.0
30013,34.128,72.274,67789,16.998,14.685
30015,35.5,76.488,70967,17.376,35.714
30017,33.133,79.136,74973,9.598,20.0
30019,30.333,77.87,77500,11.68,33.333
30021,31.24,82.124,70967,11.146,28.0
30023,32.282,67.296,70967,9.681,14.085
30025,33.5,86.666,99963,6.26,30.0
30027,33.143,67.381,70967,8.541,16.327
30029,34.754,61.349,70967,10.408,11.905
30031,35.015,64.09,91484,12.434,21.662
30033,34.0,66.34,70967,4.09,0.0
30035,28.565,69.966,70967,44.938,17.391
30037,20.0,65.0,70967,12.03,0.0
30039,31.684,53.682,70967,7.079,21.053
30041,33.833,74.794,70967,20.716,15.152
30043,34.659,63.871,87633,9.59,9.091
30045,34.6,60.976,70967,6.92,20.0
30047,34.777,63.658,70967,31.506,14.189
30049,33.347,69.61,87795,12.727,13.373
30051,29.8,83.588,70967,5.26,60.0
30053,34.623,63.164,70967,10.007,9.016
30057,35.506,63.04,70967,7.721,11.392
30059,40.5,51.76,70967,7.58,0.0
30061,35.714,66.068,70967,11.035,5.714
30063,34.816,67.688,77004,14.194,17.515
30065,36.88,74.398,70967,9.608,28.0
30067,32.402,65.798,73808,9.063,15.909
30071,35.158,76.387,70967,17.19,31.579
30073,30.75,79.992,70967,14.277,18.75
30075,30.5,69.328,70967,9.74,0.0
30077,34.714,68.734,70967,13.043,14.286
30079,23.333,71.35,70967,9.74,0.0
30081,34.665,60.106,70967,10.317,10.894
30083,32.818,76.472,83883,14.212,21.212
30085,27.737,74.675,70967,54.251,21.053
30087,28.875,77.429,70967,19.636,31.25
30089,34.098,64.028,70967,12.959,9.836
30091,26.125,68.494,72321,9.795,25.0
30093,34.656,71.199,70967,10.974,22.0
30095,34.464,69.247,80720,9.541,14.493
30097,32.95,61.862,70967,9.41,10.0
30099,34.781,73.158,70967,9.272,12.5
30101,31.682,74.303,70967,12.176,27.273
30105,32.647,75.481,70967,14.317,32.353
30107,36.75,76.438,70967,10.58,25.0
30109,15.0,50.685,80000,8.32,0.0
30111,34.299,72.562,80720,15.796,17.474
31001,31.733,74.511,73890,15.053,21.905
31003,28.769,72.693,71424,6.408,38.462
31007,26.5,57.0,71424,10.98,0.0
31011,27.273,78.511,75179,5.601,18.182
31013,32.057,77.95,80885,21.375,14.286
31015,10.0,80.0,77000,4.81,0.0
31017,43.0,39.15,71424,9.44,0.0
31019,33.603,73.035,83673,15.439,14.103
31021,32.2,69.804,71424,8.009,16.0
31023,35.417,76.074,79865,8.187,16.667
31025,32.46,75.678,87733,8.63,22.0
31027,27.722,86.038,79135,4.475,38.889
31029,31.6,72.197,71424,17.57,20.0
31031,29.167,82.972,71424,14.205,25.0
31033,34.762,81.735,73750,13.65,30.952
31035,30.0,78.583,76014,11.783,31.818
31037,33.455,74.784,71424,42.106,13.636
31039,34.48,77.993,73625,15.827,36.0
31041,30.471,74.738,71424,7.842,23.529
31043,34.385,77.632,74387,58.23,28.846
31045,29.0,74.877,71424,14.955,29.412
31047,30.1,78.206,71424,34.026,31.111
31049,37.143,68.391,71424,8.27,14.286
31051,31.889,78.171,74387,9.496,33.333
31053,33.978,75.565,73612,19.414,20.29
31055,33.462,76.65,87733,27.516,28.923
31057,20.0,93.36,71424,9.85,100.0
31059,29.571,76.577,85924,7.223,42.857
31061,33.2,67.842,71424,5.12,20.0
31063,34.625,69.59,71424,7.23,0.0
31065,32.312,79.217,71424,8.65,18.75
31067,31.596,75.478,74672,7.753,25.532
31069,35.571,78.527,71424,8.11,28.571
31071,25.0,98.5,71424,3.36,50.0
31073,28.0,79.546,71424,7.77,14.286
31077,20.0,49.615,71424,4.11,0.0
31079,32.839,75.039,70828,32.6,20.0
31081,29.816,72.904,85144,7.018,6.122
31083,37.273,76.194,77697,5.4,36.364
31085,15.0,90.0,71424,11.21,50.0
31087,31.667,79.803,71424,5.89,16.667
31089,28.857,74.186,71424,9.866,14.286
31091,47.0,80.0,71424,6.75,0.0
31093,30.652,63.867,70828,4.953,21.739
31095,25.0,75.558,71424,7.945,7.692
31097,38.625,69.966,71424,25.757,12.5
31099,32.15,69.994,76607,9.42,20.0
31101,33.357,73.406,71424,13.365,16.667
31103,20.0,25.51,71424,4.55,0.0
31105,37.357,74.34,71424,11.88,14.286
31107,27.308,72.502,71424,24.179,30.769
31109,33.383,75.772,82381,18.874,26.862
31111,32.878,77.889,72653,13.96,18.261
31113,43.0,80.0,71424,7.12,0.0
31117,38.0,39.47,71424,5.26,0.0
31119,33.484,75.939,71424,21.56,20.968
31121,32.219,71.261,70828,9.606,15.625
31123,26.833,76.733,71424,18.29,16.667
31125,35.4,88.384,71424,5.27,60.0
31127,32.316,75.871,71424,7.322,21.053
31129,34.545,79.843,71424,6.185,9.091
31131,30.273,76.289,79404,12.82,31.818
31133,46.5,63.31,71424,3.85,0.0
31135,24.571,75.963,75859,8.33,14.286
31137,33.04,76.818,76849,9.639,20.0
31139,34.733,78.109,71424,5.106,13.333
31141,34.15,74.105,76959,25.461,19.286
31143,28.1,69.986,72171,9.481,10.0
31145,28.673,75.989,71424,11.816,23.636
31147,28.75,80.184,71424,9.521,37.5
31149,43.0,71.34,71424,3.41,0.0
31151,34.07,71.39,71424,30.672,21.053
31153,33.634,75.474,87733,20.213,23.768
31155,31.957,72.746,87733,7.211,15.517
31157,32.089,76.103,71424,25.179,18.699
31159,32.613,76.278,82381,7.006,25.806
31161,29.429,74.283,71424,18.36,14.286
31163,29.0,67.812,71424,6.25,0.0
31167,34.067,82.583,78916,12.26,26.667
31169,37.556,73.828,71424,5.273,0.0
31173,27.75,69.798,71424,59.655,25.0
31175,38.143,74.054,77531,6.326,14.286
31177,34.224,73.193,87733,6.806,20.408
31179,32.667,81.343,74809,17.564,26.667
31181,29.4,62.92,71424,8.02,20.0
31185,35.111,82.038,78187,12.58,19.444
32001,32.992,65.274,75373,29.258,12.403
32003,36.089,70.523,71910,55.706,20.423
32005,35.057,58.988,82721,21.351,11.892
32007,31.806,75.574,93544,27.869,15.461
32011,34.0,73.645,77708,16.71,25.0
32013,31.076,68.205,82539,35.547,15.152
32015,28.067,68.195,89921,30.528,26.667
32017,32.963,67.138,75373,15.003,3.704
32019,35.324,68.812,75373,27.86,18.947
32021,36.6,69.41,75373,33.96,10.0
32023,34.703,69.328,75373,27.415,15.823
32027,36.769,61.018,75373,36.89,7.692
32029,35.526,69.215,84215,18.66,21.053
32031,35.138,67.425,84179,36.663,22.725
32033,30.535,71.171,75373,31.047,13.953
32510,34.523,68.101,69727,35.26,22.222
33001,34.728,68.686,86571,7.783,16.279
33003,33.857,64.702,85473,6.188,12.938
33005,33.905,72.086,85473,9.359,24.773
33007,36.176,70.737,85473,7.354,13.072
33009,34.054,69.469,85856,9.698,17.056
33011,34.668,73.038,103238,16.638,29.207
33013,35.288,71.666,95270,10.297,24.098
33015,34.65,69.394,116135,9.771,24.758
33017,34.819,73.267,116181,11.757,29.223
33019,34.505,71.271,85473,8.819,19.82
34001,35.641,73.269,78975,37.129,26.679
34003,35.454,70.606,99101,43.785,37.417
34005,34.807,75.227,95369,33.263,31.957
34007,35.312,76.917,95364,37.808,34.135
34009,34.843,62.969,87716,14.878,9.141
34011,34.976,72.721,67467,47.089,22.247
34013,35.178,70.251,99021,60.111,29.539
34015,35.625,75.616,95369,24.168,29.394
34017,34.3,71.309,99140,67.586,39.176
34019,34.726,72.154,99148,18.657,28.966
34021,34.28,73.054,108756,48.553,33.522
34023,35.529,73.457,99148,55.434,39.051
34025,35.396,68.171,99094,25.847,27.53
34027,34.655,72.583,99148,30.234,35.178
34029,36.151,69.259,99068,17.981,24.603
34031,37.805,72.128,99139,44.715,34.275
34033,35.518,76.505,95177,25.216,26.912
34035,33.622,72.985,99130,47.188,36.012
34037,36.218,74.11,99148,18.192,33.649
34039,35.445,71.997,99148,55.86,33.538
34041,35.237,74.319,84676,22.409,30.808
35001,33.221,72.45,68776,59.271,19.976
35003,28.833,65.707,57380,19.73,0.0
35005,32.421,75.279,57380,56.476,14.815
35006,33.25,76.358,57380,70.012,18.75
35007,34.744,72.234,57380,47.204,17.442
35009,32.753,77.952,57380,46.901,20.37
35013,32.83,72.376,53437,66.233,18.861
35015,29.609,78.792,78029,53.647,20.435
35017,31.823,71.932,57380,50.94,15.625
35019,32.7,69.558,57380,82.73,0.0
35023,38.333,87.28,57380,50.34,66.667
35025,31.94,80.565,68372,63.048,20.69
35027,34.119,71.513,59519,36.921,12.432
35028,29.246,76.378,141569,30.447,27.485
35029,31.6,73.718,57380,69.506,11.429
35031,33.439,75.31,60347,72.771,19.697
35033,32.0,62.917,57380,78.788,16.667
35035,31.275,72.295,57380,43.903,11.848
35037,34.8,81.352,57380,51.128,50.0
35039,30.774,68.574,57962,83.283,25.0
35041,34.864,77.79,57380,49.643,20.455
35043,33.342,71.651,68660,52.685,15.502
35045,31.351,73.882,55363,50.509,19.077
35047,35.059,70.541,59299,77.969,17.647
35049,33.435,64.523,74006,48.312,16.386
35051,33.548,72.446,57380,32.162,6.452
35053,30.125,75.651,64264,61.549,34.375
35055,30.92,67.837,61633,57.252,18.182
35057,31.711,72.397,68660,47.447,34.211
35059,31.0,79.85,57380,45.23,25.0
35061,34.803,72.292,68825,65.692,16.614
36001,33.57,78.253,95382,28.7,36.799
36003,34.246,80.912,69021,9.103,40.351
36005,37.095,68.923,99080,76.782,35.974
36007,32.06,80.944,71215,18.525,37.209
36009,31.888,80.045,69021,9.044,31.844
36011,33.032,80.353,73590,11.129,39.545
36013,33.251,78.832,69021,13.812,29.553
36015,31.374,81.14,70617,14.584,37.931
36017,32.302,81.113,69021,8.498,27.083
36019,35.212,76.919,73838,11.293,27.737
36021,32.628,70.98,84096,16.198,29.352
36023,31.957,81.118,71430,11.393,34.409
36025,31.196,77.032,69021,11.335,23.913
36027,34.346,74.272,100123,30.179,38.503
36029,34.082,76.316,79492,18.927,36.071
36031,31.919,71.039,69021,9.38,15.323
36033,32.588,80.185,69021,9.525,36.082
36035,35.383,77.527,69021,11.368,28.0
36037,34.278,79.828,76818,11.486,41.909
36039,32.536,73.513,76110,14.607,29.693
36041,30.759,75.4,74306,6.725,20.69
36043,34.586,76.041,75090,8.023,21.875
36045,30.51,77.217,66711,15.194,24.227
36047,36.62,59.928,98935,58.915,32.882
36049,29.05,78.971,69021,5.942,30.0
36051,32.884,75.546,80423,10.251,24.498
36053,33.353,76.404,79766,9.521,28.324
36055,33.185,78.043,80427,26.124,36.672
36057,34.614,79.747,69312,21.114,36.364
36059,37.55,69.007,99117,41.057,37.946
36061,30.938,61.555,98710,40.565,39.904
36063,34.814,77.043,79493,13.896,36.786
36065,33.814,79.035,75122,15.702,32.737
36067,33.226,79.611,79781,19.367,37.881
36069,33.01,76.69,80423,12.7,28.667
36071,35.925,76.684,100123,38.697,34.146
36073,34.5,78.916,80423,13.055,28.814
36075,33.365,77.778,79766,9.374,29.046
36077,30.823,77.199,71686,12.159,27.429
36079,35.891,74.617,99148,25.874,41.59
36081,37.272,65.636,99029,73.939,39.806
36083,34.512,79.446,95316,20.147,36.876
36085,37.432,66.363,99140,38.444,35.361
36087,36.873,72.923,98962,38.676,35.528
36089,34.283,78.004,69021,10.105,25.0
36091,33.233,75.532,95438,13.169,27.03
36093,35.224,79.477,95399,28.69,40.172
36095,35.113,79.591,95438,9.692,32.99
36097,34.085,74.76,69650,6.85,14.894
36099,34.837,81.43,70915,11.627,36.735
36101,31.083,78.727,69021,10.325,37.963
36103,37.618,71.299,99089,31.634,35.97
36105,33.828,76.067,72444,29.933,29.087
36107,33.779,81.9,71132,9.156,29.474
36109,33.54,77.703,87977,22.417,35.398
36111,33.144,72.846,86910,23.976,28.181
36113,34.462,73.22,77435,9.65,21.978
36115,35.196,79.244,77435,8.432,32.609
36117,33.598,79.9,80423,11.92,37.907
36119,34.183,70.062,99097,43.525,39.538
36121,35.596,78.803,71579,8.204,36.842
36123,32.303,72.48,80423,7.205,23.232
37001,32.447,74.17,66737,37.346,21.896
37003,33.515,71.626,60878,14.806,11.194
37005,30.365,67.423,57962,14.318,7.692
37007,33.091,66.606,80486,49.946,18.182
37009,32.033,70.656,57962,9.518,10.0
37011,33.052,66.689,57962,11.181,2.239
37013,31.124,72.859,61890,31.312,11.236
37015,33.545,73.36,57962,63.789,9.091
37017,34.372,72.254,57962,48.916,11.628
37019,33.837,68.51,65152,15.492,12.305
37021,32.305,68.408,71595,19.721,19.374
37023,32.643,70.142,60878,20.081,17.143
37025,33.273,72.599,80486,40.202,23.192
37027,32.507,69.204,60878,13.866,15.278
37029,34.855,73.439,83421,20.83,9.677
37031,33.064,68.221,74417,12.434,8.243
37033,31.275,73.686,60319,34.797,17.647
37035,32.824,71.699,60878,25.351,17.606
37037,31.709,67.048,84764,24.635,17.636
37039,32.936,68.153,57962,10.78,5.508
37041,32.068,74.381,57962,41.493,20.339
37043,32.114,68.761,57962,9.094,10.0
37045,32.647,71.015,57962,29.313,13.973
