county,dti_avg_2018,ltv_avg_2018,income_estimate_2018,pct_nonwhite_estimate_2018,pct_first_time_buyer_2018,dti_avg_2019,ltv_avg_2019,income_estimate_2019,pct_nonwhite_estimate_2019,pct_first_time_buyer_2019,dti_avg_2020,ltv_avg_2020,income_estimate_2020,pct_nonwhite_estimate_2020,pct_first_time_buyer_2020,dti_avg_2021,ltv_avg_2021,income_estimate_2021,pct_nonwhite_estimate_2021,pct_first_time_buyer_2021,dti_avg_2022,ltv_avg_2022,income_estimate_2022,pct_nonwhite_estimate_2022,pct_first_time_buyer_2022
00013,35.111,72.344,70174,21.4,18.889,32.667,91.667,73783,21.24,66.667,29.333,74.667,78002,20.78,16.667,33.2,77.1,81290,21.57,30.0,32.6,80.8,81859,30.12,20.0
01001,31.225,81.954,60392,20.519,23.632,29.998,81.706,62008,20.457,22.521,27.614,78.117,64295,19.83,12.195,28.428,78.458,66367,20.317,14.404,29.991,79.05,68115,28.334,22.852
01003,32.898,76.691,64020,13.477,14.418,32.433,75.949,67732,13.338,12.434,30.568,73.408,71951,13.273,7.987,30.927,71.458,75850,14.014,8.789,33.704,71.963,79996,17.543,13.687
01005,30.125,77.841,46667,49.148,18.75,30.25,78.263,48514,46.565,13.333,28.425,77.259,50884,49.267,15.044,28.583,75.303,53454,48.799,13.714,29.5,73.964,55960,55.224,12.766
01007,31.348,80.334,63934,24.538,30.303,28.293,80.372,66188,20.84,22.414,29.83,72.858,69323,19.641,6.667,28.873,75.301,73843,20.721,11.446,31.0,75.721,75603,19.928,15.385
01009,30.799,78.821,63934,10.003,18.089,30.788,80.218,66188,10.074,18.069,28.604,76.621,69323,10.026,9.014,28.657,72.875,73843,10.574,10.229,30.748,73.296,75287,13.951,16.529
01011,28.444,76.868,46667,69.382,0.0,30.0,80.197,48514,71.247,0.0,22.182,77.508,50884,66.419,9.091,29.6,68.519,53454,69.36,4.0,31.1,64.986,55960,72.248,20.0
01013,29.357,79.536,46667,38.415,18.571,27.565,77.19,48514,37.186,21.739,25.871,73.698,50884,38.155,7.527,28.757,74.463,53454,39.665,10.68,31.794,78.777,57011,48.169,19.048
01015,32.16,80.5,52511,20.53,22.954,30.332,79.239,54482,20.118,18.132,28.895,77.468,56402,19.024,11.789,29.042,75.265,59147,19.588,12.614,31.427,74.789,59637,26.937,18.806
01017,31.659,80.63,47931,37.829,21.138,31.528,75.726,48856,41.915,16.981,29.171,74.633,51386,39.666,11.22,28.801,72.381,53567,39.001,13.653,31.403,72.914,55960,43.614,17.61
01019,32.436,76.463,48394,8.297,11.656,30.934,74.155,50252,7.977,7.947,30.309,75.124,52375,7.921,9.714,29.55,71.866,55542,8.034,7.09,33.687,71.023,58095,9.688,9.877
01021,32.777,79.692,63934,18.671,17.617,30.685,77.918,66188,18.298,13.063,29.147,75.711,69323,17.644,9.542,28.472,73.687,73843,18.021,9.612,31.245,76.495,75287,20.874,16.327
01023,28.0,75.567,46863,38.276,17.857,28.296,73.731,48514,28.771,22.222,28.744,76.497,50884,36.276,11.628,27.63,80.089,53454,35.783,12.963,30.04,74.343,55960,39.542,24.0
01025,32.581,76.607,50220,42.94,11.628,28.152,77.488,50603,42.731,13.043,27.835,73.87,51813,44.89,12.782,29.94,76.041,53454,44.567,14.458,30.349,72.002,55960,47.052,15.094
01027,33.854,84.414,46667,20.689,29.268,29.548,79.885,48514,20.692,16.667,30.551,77.192,50884,20.544,11.538,31.143,72.333,53454,21.189,8.791,31.52,73.675,55960,23.848,20.0
01029,30.221,74.4,49796,7.484,13.235,32.078,74.375,50934,6.657,9.375,30.35,75.033,53510,7.294,8.547,28.671,70.702,57342,7.517,8.054,29.681,73.313,62025,8.767,18.584
01031,30.938,80.273,61975,25.169,20.463,31.624,78.974,62987,25.348,12.157,28.636,77.404,64723,25.018,9.636,29.955,76.335,67551,26.083,12.462,31.529,77.011,67245,33.75,16.492
01033,29.808,79.393,56996,19.213,17.151,29.951,77.644,58608,19.609,19.026,27.365,76.155,61259,18.91,10.471,28.033,74.562,63512,19.43,12.044,31.506,75.271,65316,23.903,18.97
01035,32.621,71.967,46667,46.985,20.69,30.893,72.785,48514,46.298,25.0,33.259,77.206,50884,48.589,7.407,29.784,76.452,53454,49.722,7.843,31.346,74.628,55960,48.083,15.385
01037,32.077,77.543,46667,25.664,10.256,27.857,75.223,48514,29.881,11.111,28.904,70.52,50884,28.618,6.731,28.653,68.844,53454,27.117,8.475,32.892,73.476,55960,27.744,5.405
01039,31.266,79.783,49771,14.601,21.429,30.87,80.332,51643,14.845,11.111,29.193,74.982,54513,12.56,6.786,30.032,73.09,54031,13.96,5.882,30.783,72.88,56831,17.377,15.487
01041,31.511,81.923,50250,26.506,10.638,27.882,76.481,52354,25.577,8.824,29.768,79.836,55687,26.677,10.976,29.385,74.926,57778,27.018,3.846,30.717,74.625,59896,27.418,11.321
01043,31.105,77.414,48602,7.435,12.815,29.565,77.268,51478,7.468,16.129,27.941,75.077,53354,7.227,8.954,29.076,73.001,56490,7.282,9.821,31.063,72.948,60790,10.686,15.395
01045,32.942,79.051,55024,24.078,10.791,28.433,80.238,54111,25.705,16.667,28.536,76.973,56602,22.877,12.798,28.201,77.373,57404,25.049,12.407,29.691,75.844,56776,29.826,20.179
01047,32.133,82.891,46667,56.81,16.867,31.516,77.351,48514,53.897,16.129,30.952,78.614,50884,54.682,10.959,30.143,78.002,53454,50.86,11.039,32.849,78.497,55960,58.639,26.744
01049,30.668,79.058,46667,15.496,19.708,30.243,78.927,48514,15.61,23.588,28.202,75.974,50884,14.704,12.668,29.331,72.652,53454,15.551,11.175,31.624,72.974,55960,20.161,17.568
01051,31.544,79.511,60392,22.212,18.587,29.906,79.634,62008,22.04,16.108,28.995,76.475,64295,20.843,9.775,28.682,74.871,66367,21.799,10.304,30.811,75.144,68115,25.353,17.079
01053,30.338,79.223,46667,33.062,16.25,31.575,76.12,48514,35.583,16.038,30.6,74.476,50884,34.574,8.108,29.459,74.799,53454,32.931,10.976,32.446,74.394,55960,36.406,17.197
01055,32.515,80.662,51967,10.698,22.822,29.544,77.962,54588,10.924,16.883,28.565,76.44,57899,9.313,12.008,29.11,74.575,57404,9.314,12.083,31.031,75.164,59913,16.23,21.189
01057,27.953,74.917,46667,12.655,6.977,28.114,76.736,48514,14.856,5.714,31.517,76.545,50884,13.375,13.333,29.156,74.947,53454,13.389,8.889,32.542,75.388,55960,15.242,20.339
01059,28.622,79.757,46667,20.778,17.073,30.803,80.519,48514,18.832,13.158,27.48,73.958,50884,18.975,8.939,29.291,76.762,53454,18.612,11.558,28.933,73.139,55960,23.493,11.236
01061,31.35,77.906,52035,14.286,16.25,30.946,76.517,53687,14.631,13.514,26.682,73.222,56099,14.417,3.896,28.213,74.036,59061,14.49,9.901,29.026,78.111,61627,18.44,16.239
01063,34.778,71.667,46667,82.828,0.0,32.0,74.703,61229,82.393,23.077,37.045,76.995,64315,82.358,13.636,31.652,75.141,65210,82.766,0.0,31.824,75.877,68505,82.613,5.882
01065,32.545,83.455,58082,50.616,25.0,33.448,75.386,61229,52.37,10.345,33.045,78.07,64315,49.282,13.636,30.908,76.099,65210,49.258,14.474,33.561,78.929,69482,49.506,24.39
01067,29.937,82.029,52035,28.702,10.526,28.748,75.231,53687,26.987,7.477,28.728,79.372,56099,25.773,10.088,28.294,75.936,59061,26.728,11.896,30.464,73.133,61627,28.116,13.636
01069,29.814,80.526,52035,22.691,26.677,29.768,79.969,53687,22.236,20.445,27.244,77.44,56099,20.721,11.997,27.765,76.323,59061,21.97,14.259,31.351,76.395,61627,29.014,20.849
01071,31.465,77.598,47145,9.23,13.469,28.886,75.106,48514,9.183,13.284,29.49,73.911,50884,9.231,5.492,27.954,73.187,53454,9.477,10.614,30.565,72.476,55960,13.735,12.754
01073,31.432,80.509,63944,27.151,28.901,30.24,79.383,66192,27.189,25.025,27.368,75.278,69328,24.47,14.079,28.255,73.314,73853,26.314,14.563,31.781,76.113,75306,37.65,24.021
01075,31.148,78.842,46667,13.84,3.704,30.345,74.688,48514,13.833,10.345,28.121,76.86,50884,13.858,10.606,27.418,71.708,53454,13.862,5.97,27.774,79.594,57157,14.709,18.868
01077,30.194,77.927,56996,11.353,14.046,28.669,79.769,58608,11.148,22.475,27.558,75.56,61316,10.632,10.63,27.641,73.756,63523,10.454,10.775,30.019,73.16,65316,14.814,19.928
01079,29.842,77.381,56325,20.545,14.912,29.182,76.662,58685,21.081,19.008,27.402,74.668,60838,20.782,10.902,28.502,71.647,62772,21.575,8.754,31.129,72.463,65097,24.036,16.19
01081,31.568,80.537,62348,32.424,26.507,30.805,79.253,65288,31.435,21.376,27.628,75.884,68131,31.972,11.504,28.882,74.723,72862,31.234,15.933,31.864,76.205,75262,34.281,24.27
01083,29.323,80.723,75493,24.458,21.743,28.786,80.306,76948,24.63,19.64,27.352,76.918,80585,24.344,12.274,27.697,73.856,83063,24.2,12.215,30.164,74.447,85279,27.469,21.354
01085,36.789,76.995,60392,67.742,10.526,34.179,78.466,62008,71.454,14.286,32.396,74.73,64295,70.356,8.333,29.073,74.244,66367,71.331,10.909,33.281,74.47,68115,66.428,9.375
01087,31.962,77.593,46667,70.641,11.538,30.788,75.935,49280,76.834,9.091,29.875,78.235,51449,75.145,20.833,30.013,75.891,53454,71.283,11.538,31.66,75.349,55960,81.599,12.0
01089,29.075,81.097,75493,25.368,25.854,28.283,80.812,76948,25.512,23.896,26.157,76.449,80585,24.733,15.286,26.688,73.315,83063,25.585,14.206,30.621,74.933,85273,34.154,22.474
01091,30.877,79.343,46667,45.732,19.298,29.281,77.493,50599,45.449,17.544,27.385,75.001,53038,46.741,7.292,29.231,76.19,59052,44.589,8.547,28.85,78.467,61919,49.056,20.0
01093,29.697,77.656,46667,7.692,17.105,28.714,75.881,48514,7.621,10.39,27.08,76.812,50884,7.997,7.955,29.914,76.918,53454,7.707,10.811,30.49,77.24,55960,11.306,15.0
01095,31.779,78.911,49612,12.873,16.762,30.376,80.08,51308,12.473,15.764,29.215,76.075,53706,11.853,10.389,28.726,72.423,56811,12.94,8.098,31.486,73.848,61200,18.902,18.237
01097,32.309,80.445,54972,25.282,25.166,31.142,80.175,56843,25.051,23.004,29.071,76.786,59223,23.934,14.185,29.464,74.49,60542,24.403,13.505,31.798,75.513,61632,33.384,21.934
01099,32.638,78.793,46667,43.541,8.696,30.56,80.176,48514,41.92,20.0,30.243,73.904,50884,40.062,13.084,28.654,74.654,53454,41.447,7.692,30.101,73.824,55960,43.858,13.924
01101,31.684,82.126,60428,42.884,25.818,31.042,82.026,62122,42.715,23.928,29.057,79.198,64295,40.273,14.439,29.448,77.463,66367,40.358,15.858,31.758,78.028,68138,55.099,22.534
01103,29.683,79.283,56659,16.491,18.729,28.516,78.645,58685,16.034,17.297,27.897,76.793,60838,14.911,11.215,27.661,73.447,62772,15.668,11.344,30.78,74.131,65097,23.046,18.217
01105,29.75,74.095,46667,66.425,0.0,28.0,85.545,48514,61.292,30.0,30.1,83.576,50884,60.791,20.0,31.036,81.187,53454,62.401,10.714,25.118,76.188,65101,60.182,11.765
01107,29.824,72.26,58082,39.451,15.686,30.045,78.839,61229,39.182,13.636,28.134,74.533,64315,40.401,9.278,28.744,75.627,65210,39.285,19.2,32.323,74.063,68505,40.75,16.923
01109,28.852,79.956,47811,39.678,32.031,28.947,79.386,49429,38.406,21.053,27.888,77.072,51066,39.835,12.876,27.107,77.641,57006,39.52,15.254,29.45,80.078,62171,44.942,21.111
01111,33.072,76.618,48147,21.699,11.765,31.02,76.967,49136,21.632,8.667,30.585,74.362,52710,21.41,6.725,29.708,71.223,54555,21.885,5.471,33.231,71.44,55960,22.415,10.989
01113,31.315,83.836,54770,39.808,23.757,32.458,81.474,56637,37.987,22.892,31.038,77.287,59056,36.874,11.746,30.492,74.38,60872,40.718,11.765,31.507,74.769,62459,48.068,20.741
01115,32.087,79.098,63934,12.174,18.693,30.27,79.109,66188,12.564,19.981,28.69,75.883,69323,12.132,9.88,28.491,73.353,73843,12.489,9.614,31.549,75.385,75287,18.065,17.099
01117,31.738,80.404,63934,18.305,22.642,30.646,79.747,66188,17.731,20.987,27.707,76.192,69323,17.203,11.716,28.41,73.38,73843,17.847,11.996,31.72,74.54,75287,25.749,19.547
01119,30.067,76.841,46667,70.613,20.0,27.25,80.207,48514,74.117,29.167,28.828,79.697,50884,71.343,6.897,29.629,77.387,53454,73.414,22.857,31.9,77.868,55960,75.217,5.0
01121,31.831,79.533,46684,27.301,19.231,30.652,78.202,48989,29.033,15.758,30.138,76.536,52158,28.042,9.718,29.738,73.499,54699,27.462,8.954,32.153,73.661,57538,32.328,16.031
01123,32.115,74.728,50512,19.355,8.163,31.083,73.573,53211,17.907,8.036,28.9,70.318,55033,16.383,5.0,29.765,68.13,56392,18.902,4.956,30.85,69.46,56521,22.916,12.944
01125,31.446,80.895,58082,24.668,23.763,29.938,80.652,61229,24.017,23.5,27.724,76.33,64344,22.125,13.451,28.443,74.533,65443,23.167,14.278,31.328,76.724,69302,33.225,21.513
01127,29.996,79.419,63934,10.0,20.438,29.662,78.394,49678,9.111,22.662,28.12,76.01,54590,9.381,11.111,28.636,74.814,57528,9.775,10.957,31.837,75.723,59531,13.906,20.936
01129,32.609,79.221,46667,29.407,21.739,29.529,74.617,56843,27.972,11.765,30.372,75.608,59203,31.968,6.383,28.107,73.168,60542,27.498,9.091,30.576,72.663,61626,29.218,16.667
01131,34.826,75.426,46667,71.849,8.696,27.185,75.534,48514,72.304,11.111,28.065,77.888,50884,75.557,9.677,27.377,75.68,53454,71.67,13.208,26.667,82.327,55960,68.394,12.5
01133,30.733,77.305,46667,3.395,8.904,28.658,71.607,48514,3.148,9.396,27.836,70.896,50884,3.113,2.695,28.541,68.982,53454,3.415,5.915,31.256,65.862,55960,6.643,8.527
02016,33.412,73.177,91250,66.34,11.765,28.6,63.704,94306,66.34,20.0,36.571,75.474,92917,66.34,28.571,26.0,77.373,95500,66.34,23.81,36.6,70.981,92500,68.83,10.0
02020,34.24,77.351,92651,31.728,21.735,32.16,78.569,93513,31.156,22.994,30.286,75.41,96022,29.939,13.669,30.122,73.461,99480,31.034,15.613,33.29,75.867,98403,41.614,25.57
02050,27.333,78.996,77933,83.817,28.571,28.857,75.833,80551,81.869,21.429,27.778,75.372,82203,79.038,31.111,25.818,67.323,83121,77.986,15.909,28.435,67.495,85908,82.784,8.696
02060,26.0,85.382,101875,52.26,60.0,38.25,87.5,96484,52.26,25.0,30.0,90.0,98472,52.26,0.0,35.667,89.993,98214,52.26,33.333,10.0,75.71,92222,57.7,0.0
02068,27.643,81.814,101806,11.61,28.571,28.6,78.6,104044,11.61,30.0,31.65,75.404,102500,11.61,5.0,30.81,76.532,104375,11.61,23.81,29.333,76.778,116648,14.89,11.111
02070,35.111,68.243,77933,75.5,33.333,23.083,83.19,80551,76.165,25.0,25.636,75.225,82203,78.885,54.545,25.154,75.812,83121,77.546,30.769,28.857,83.821,85908,76.427,28.571
02090,30.879,77.767,88869,23.504,21.032,29.597,78.895,90038,22.988,17.993,27.802,75.326,88544,22.999,14.959,28.742,74.249,89993,23.481,15.863,30.998,74.092,89208,31.049,20.53
02100,32.739,75.364,77933,17.78,21.739,36.143,68.62,80551,17.78,14.286,25.714,71.889,82203,17.78,8.571,28.618,68.291,83121,17.78,8.824,30.75,75.851,85908,24.18,31.25
02105,28.556,75.032,77933,52.07,33.333,20.0,81.667,80551,52.07,0.0,27.667,77.533,82203,52.07,11.111,26.857,76.146,83121,52.07,0.0,30.833,83.25,85908,52.52,16.667
02110,33.296,74.103,104831,30.7,19.182,30.605,76.158,110923,30.718,18.919,29.3,71.15,111886,29.58,9.817,29.285,70.866,108750,30.622,12.349,32.942,72.146,106066,37.665,24.198
02122,32.296,73.497,82242,15.835,13.135,30.687,74.491,84458,15.238,15.032,29.177,71.698,88111,15.713,8.11,29.657,71.091,88519,15.863,10.737,32.918,71.23,90244,21.608,15.906
02130,33.651,71.551,81136,34.34,10.843,29.341,70.438,82244,31.798,11.382,28.934,70.013,85295,31.013,8.915,30.665,66.87,90684,31.801,13.953,34.0,70.409,91797,40.784,11.009
02150,34.414,73.59,92639,51.327,12.069,33.773,74.027,92629,50.274,13.333,29.508,71.075,93438,48.234,8.197,31.341,68.827,97485,49.834,7.407,34.576,73.354,95280,54.578,12.121
02170,33.969,76.407,92651,16.997,13.203,31.461,78.689,93513,17.052,18.397,30.664,75.27,96022,16.952,9.593,30.719,72.331,99480,17.03,11.238,32.914,73.799,98403,24.22,16.174
02180,30.7,78.083,77933,70.636,10.0,26.636,81.545,80551,69.42,27.273,29.75,80.25,82203,69.42,12.5,26.571,76.067,83121,70.115,20.0,29.545,81.108,85908,73.94,27.273
02185,24.647,76.588,77933,85.695,41.176,28.25,82.875,80551,83.81,50.0,24.818,78.69,82203,85.558,18.182,23.769,71.222,83419,84.303,23.077,24.545,77.308,85908,86.826,18.182
02188,34.222,81.889,77933,84.41,22.222,33.111,59.197,80551,86.172,0.0,30.562,74.764,82203,85.401,18.75,32.8,72.643,83121,85.203,20.0,25.545,71.029,85908,84.17,9.091
02195,31.3,77.339,79931,30.56,30.0,28.792,73.932,80551,30.56,4.167,29.25,74.051,82203,30.56,16.667,29.194,66.966,83125,30.56,9.677,29.643,72.856,85908,28.08,21.429
02198,29.571,71.738,77933,40.867,7.143,25.25,78.25,80551,39.32,8.333,28.385,68.556,82203,39.042,3.846,26.938,68.36,83064,37.363,6.25,36.077,71.449,85908,46.95,0.0
02220,34.92,70.525,82301,37.086,22.0,32.114,73.829,83889,36.478,7.143,28.824,67.626,89911,36.24,9.459,29.346,67.648,91935,36.898,17.647,32.0,68.3,93977,40.452,20.312
02230,32.091,70.501,81250,9.92,9.091,37.455,77.028,80551,9.92,9.091,31.938,73.248,84688,9.92,9.375,27.421,66.906,83214,9.92,10.526,37.0,84.665,87500,14.84,30.0
02240,27.156,74.562,77933,21.172,18.75,21.25,78.586,80551,15.486,20.0,26.764,81.191,82622,19.135,18.182,25.143,75.622,84977,17.725,6.122,32.641,76.016,85908,23.152,23.077
02275,25.273,75.221,77933,28.28,27.273,27.636,68.786,80551,28.28,18.182,28.077,65.906,82203,28.28,23.077,32.316,71.812,83121,28.28,21.053,28.0,70.122,85908,36.95,11.111
02282,20.0,80.0,77933,59.52,0.0,25.0,64.38,81250,59.52,0.0,29.5,74.015,82203,59.52,0.0,32.667,71.937,83121,59.52,0.0,32.0,61.42,85908,62.54,0.0
02290,29.0,75.59,77933,80.968,25.0,20.0,97.0,80551,56.81,0.0,34.0,74.98,82203,56.81,16.667,24.0,75.648,83121,60.637,66.667,29.5,88.5,85908,65.12,0.0
04001,32.086,75.587,45198,26.156,13.793,30.322,75.426,46989,26.418,7.692,29.445,73.231,48669,25.75,8.028,29.523,70.335,49219,26.728,11.004,30.883,68.264,50964,28.303,12.062
04003,32.562,78.671,54773,33.878,21.818,30.87,78.706,57593,34.291,23.181,29.553,74.278,58635,33.041,12.642,29.682,71.204,59657,34.676,11.548,32.344,71.41,64140,39.023,18.49
04005,33.928,74.818,63681,27.898,19.765,32.381,74.185,67985,27.837,14.159,29.925,69.389,72655,27.857,7.378,30.54,64.898,75816,28.863,7.84,33.681,66.237,74357,32.86,15.201
04007,33.323,74.287,47549,14.622,12.313,32.685,71.647,48806,13.611,9.273,31.161,69.04,49902,13.67,5.784,31.293,65.649,51428,15.196,6.613,34.085,66.181,53981,21.487,9.253
04009,32.412,79.47,57710,36.827,22.939,31.486,80.332,58732,36.774,23.1,29.651,76.212,61351,35.186,11.111,29.382,71.781,59470,36.039,9.157,32.49,72.192,62004,38.569,14.627
04011,27.714,81.793,57644,43.142,38.095,27.25,83.691,60857,54.922,41.667,27.625,81.939,63609,44.148,28.125,28.574,73.921,64502,46.761,27.66,30.879,74.502,66543,46.285,18.182
04012,35.438,71.539,45198,30.669,8.989,33.304,73.376,47280,25.456,16.304,31.726,66.215,50456,27.605,4.061,32.513,64.432,50288,31.905,7.917,33.836,68.87,50964,33.287,13.793
04013,34.626,77.501,65475,32.724,25.994,32.787,76.045,68716,31.752,18.915,30.165,70.355,72208,30.514,10.389,30.915,66.249,75743,32.616,10.49,34.445,68.866,78933,41.478,20.203
04015,34.563,73.95,47816,18.362,13.54,33.893,72.247,50148,18.06,11.409,32.13,69.177,52427,17.942,7.109,32.254,65.8,54414,18.215,7.692,34.695,66.946,57378,23.448,12.128
04017,33.114,75.602,45198,19.543,11.092,31.287,74.515,46989,19.848,9.221,30.461,70.557,48932,19.249,4.05,30.852,66.652,49219,20.07,5.886,32.839,66.649,50964,24.501,8.966
04019,33.334,77.275,58619,34.141,24.027,32.04,76.675,60790,33.781,21.565,29.733,71.347,63576,32.48,11.243,30.244,67.709,66727,34.313,10.942,33.372,70.244,69528,42.62,19.946
04021,35.686,78.63,65474,33.775,25.827,34.242,76.429,68709,33.227,19.197,32.428,72.774,72202,32.881,11.421,32.781,68.861,75736,34.381,11.075,35.306,70.084,78933,40.018,19.925
04023,33.309,73.17,45198,70.167,15.615,33.388,74.4,46989,70.147,16.195,30.72,70.107,48669,67.617,7.848,32.447,66.874,49219,73.518,7.972,34.151,67.284,50964,75.211,13.093
04025,34.514,70.182,56516,16.653,13.578,33.7,69.208,58446,16.349,10.415,31.543,65.813,60692,16.119,6.86,31.701,62.559,64608,16.453,7.928,34.273,63.951,66999,20.899,14.113
04027,33.967,79.048,44989,53.813,25.479,33.246,80.647,47370,54.074,27.912,31.124,74.888,49050,53.38,12.175,31.668,70.441,50338,56.567,10.659,34.605,70.743,55009,62.876,15.515
05001,28.115,74.63,46476,29.496,19.231,27.132,77.072,48735,31.182,10.526,28.102,75.306,51995,28.447,6.122,28.965,76.382,57186,27.729,13.913,29.419,76.805,61807,31.094,17.568
05003,30.404,75.934,46243,32.878,17.308,30.019,78.349,47801,33.412,20.37,29.419,75.978,50620,33.886,4.412,29.221,76.79,55924,32.633,8.197,28.318,76.811,56504,36.404,12.121
05005,30.907,75.706,47559,3.986,10.241,29.602,76.284,48433,4.006,11.364,28.83,72.224,50285,3.975,11.702,28.857,70.66,52036,4.027,9.709,31.082,70.434,53702,8.526,12.371
05007,30.522,79.413,61655,20.068,23.824,29.344,79.173,64487,19.768,22.891,27.216,75.386,67502,18.922,13.367,28.095,72.496,70455,19.143,13.016,30.644,73.714,75899,28.545,21.549
05009,30.767,78.138,46243,4.81,14.978,29.494,76.148,47754,4.78,13.585,27.844,73.922,49932,4.69,9.665,28.348,70.988,53010,4.735,6.992,31.445,71.957,58692,9.537,11.749
05011,25.958,75.99,47135,41.698,25.0,30.889,85.365,47754,40.711,33.333,27.448,82.331,49932,40.31,20.69,31.325,75.939,53040,41.934,7.5,31.733,72.117,55286,45.762,6.667
05013,27.75,59.391,48690,26.72,0.0,32.417,82.891,47754,25.173,25.0,31.318,71.012,57596,26.298,0.0,29.967,73.807,59539,26.565,3.333,27.091,75.215,60192,25.565,27.273
05015,33.619,75.534,49712,12.048,17.419,30.671,75.022,51474,12.28,20.188,29.586,73.183,53859,11.242,9.14,30.266,69.052,57702,11.772,7.296,31.237,68.03,61729,18.839,9.746
05017,30.357,75.429,46243,41.52,14.286,28.8,70.192,47754,44.082,20.0,30.795,74.324,49932,38.45,6.818,29.245,70.34,52036,41.563,9.434,31.308,81.204,53702,46.877,26.923
05019,33.897,80.402,52353,28.909,27.941,28.139,80.036,54289,29.468,22.222,29.776,76.58,58007,29.202,16.8,27.82,72.912,58775,27.572,10.778,30.157,76.361,57770,33.375,19.608
05021,29.069,76.238,46243,3.156,10.345,29.0,83.82,47754,3.036,14.286,27.359,76.638,49932,3.179,18.75,28.803,74.738,52036,3.03,16.901,27.472,74.058,53702,6.925,19.444
05023,30.3,75.795,53669,4.018,6.009,30.637,75.848,56236,4.124,9.353,29.656,75.166,53136,4.06,5.405,29.218,71.13,55072,4.053,5.136,30.331,70.905,57204,7.817,8.696
05025,30.1,79.204,47514,15.237,0.0,30.789,78.521,49501,15.072,5.263,28.553,73.288,51189,15.345,2.128,30.368,73.484,53297,14.818,14.035,31.905,66.983,53908,16.162,9.524
05027,29.146,74.663,51839,32.901,17.073,26.92,78.934,49198,32.555,10.667,28.145,77.955,49932,33.168,4.624,29.491,76.046,52036,32.372,6.132,29.034,80.331,53702,33.074,19.318
05029,32.453,76.92,50439,17.151,23.256,30.104,77.442,51424,19.407,14.151,28.897,74.866,53675,18.671,5.641,28.645,72.775,55048,19.552,11.215,30.191,73.775,56628,24.428,19.858
05031,30.957,78.458,50703,15.447,16.757,30.12,78.973,52294,14.956,18.559,28.441,75.376,53718,13.562,11.952,29.963,75.005,56995,14.095,13.724,31.406,75.474,60922,23.283,19.89
05033,32.063,77.704,48493,12.111,15.274,29.282,78.377,49948,12.316,18.206,28.517,74.953,51451,12.097,13.369,28.749,72.627,53853,12.621,10.349,31.361,74.363,56536,20.369,16.91
05035,32.994,79.942,59672,38.559,19.553,33.289,82.379,61881,39.304,25.118,30.139,75.887,64230,37.203,10.667,29.982,74.385,66541,38.249,10.369,32.903,75.38,68008,47.664,14.748
05037,32.118,77.542,48314,18.158,20.588,32.653,78.139,51027,16.299,16.0,29.839,76.475,55084,15.151,11.189,30.955,73.496,61000,16.104,5.844,30.82,73.676,58133,23.467,13.0
05039,32.154,78.928,46243,36.752,23.077,29.7,84.052,47754,36.208,20.0,28.353,82.728,49932,41.637,17.647,27.958,77.405,52036,39.555,12.5,27.417,87.914,54531,53.387,25.0
05041,35.5,75.052,46243,45.801,11.111,29.273,74.723,47754,49.369,9.091,25.306,68.398,49932,48.166,5.556,27.485,66.413,52036,50.416,3.03,29.833,80.113,53702,55.352,30.0
05043,32.056,75.418,46429,31.607,15.493,29.069,75.419,50711,29.834,12.644,28.019,76.357,60426,29.728,8.333,28.672,74.458,63542,30.489,8.475,28.976,74.714,65428,36.28,20.0
05045,31.293,79.868,63195,16.041,22.823,29.615,79.859,65222,15.732,20.375,28.568,77.196,67674,15.496,12.027,28.797,74.991,70459,15.718,12.663,31.576,76.01,72289,22.623,21.587
05047,29.5,73.44,47738,6.171,7.812,28.537,73.269,49948,6.21,16.418,27.889,75.971,51451,6.257,10.317,29.675,74.394,53853,6.224,10.596,31.737,72.3,56536,10.975,15.789
05049,28.308,75.418,46243,3.618,10.256,31.642,77.132,47754,3.695,15.094,29.798,74.843,49932,3.68,4.762,28.386,73.322,52036,3.621,7.087,31.013,75.782,53702,6.983,20.0
05051,32.903,76.265,51914,12.819,13.383,31.513,75.708,54550,12.709,14.857,30.057,73.567,57630,12.049,7.602,30.599,71.802,58512,12.47,8.131,32.754,71.013,60963,19.321,12.319
05053,32.038,78.481,63195,5.584,12.5,30.389,78.022,65222,5.342,14.504,28.818,76.621,67674,5.309,9.596,28.135,75.831,70459,5.534,8.541,32.497,77.26,72289,9.69,14.359
05055,32.005,75.218,53185,3.858,11.737,30.833,75.251,55302,3.982,11.404,29.26,72.41,55964,3.881,5.423,29.733,71.563,56700,4.01,6.044,30.333,73.876,55777,10.111,9.825
05057,30.214,74.88,46243,43.813,11.905,30.712,80.008,48213,34.588,19.231,28.478,73.931,50990,34.446,5.556,31.041,73.566,53442,37.002,9.091,31.722,71.53,57335,35.828,16.667
05059,33.436,76.305,50852,12.358,15.789,31.138,78.08,52086,11.915,11.009,29.424,76.985,51921,10.802,9.524,30.825,72.921,54124,12.412,8.392,33.462,72.507,57417,17.364,12.658
05061,29.115,78.208,46243,37.38,7.692,31.882,72.208,47754,32.821,11.765,30.388,73.316,49932,35.174,2.041,30.743,71.652,52036,33.031,8.571,32.422,70.029,53702,31.664,22.222
